5,8.12683254025615e-14,2.03105809876447e-14,1.9981996e-05
5,4.55342343850723e+158,1.13799164755431e+158,0.0001703289825
10,3.87245790989255e-13,6.09317460317993e-14,4.75331915909091e-05
10,NaN,NaN,0.000340639759166667
15,7.38964445190504e-13,7.74283679308983e-14,8.00799540384615e-05
15,NaN,NaN,0.0004826829825
20,1.2656009573675e-10,1.46101141693763e-11,0.000114832350277778
20,NaN,NaN,0.0006272869825
25,9.59534673938833e-11,1.56242888384731e-11,0.000160531075357143
25,NaN,NaN,0.0008504954825
30,3.02455838152582e-10,3.30975136314009e-11,0.0002146469805
30,NaN,NaN,0.0010966456525
35,4.18189927131607e-11,4.31733780638442e-12,0.0003103266475
35,NaN,NaN,0.0012546456525
40,1.04272146472795e-12,1.20939373984044e-13,0.000358986759166667
40,NaN,NaN,0.0013598116525
45,1.73043801510175e-11,1.93632318509889e-12,0.0004189730925
45,NaN,NaN,0.0014768126525
50,2.69198441316121e-10,2.75349930139727e-11,0.0005346824825
50,NaN,NaN,0.0016474786525
55,3.48001627514805e-10,3.57661646420805e-11,0.0006043284825
55,NaN,NaN,0.0018667696525
60,1.6744761133225e-09,1.69539792346287e-10,0.0007103494825
60,NaN,NaN,0.0020031876525
65,5.44251310685695e-11,6.11723254645243e-12,0.0008026199825
65,NaN,NaN,0.0021924376525
70,2.10262918187709e-10,2.52136485116217e-11,0.0008998074825
70,NaN,NaN,0.0024068126525
75,2.82511791738216e-11,3.20231593337026e-12,0.0010098536525
75,NaN,NaN,0.0027214786525
80,5.73542990878195e-10,6.8173191140011e-11,0.0011888536525
80,NaN,NaN,0.0028125616525
85,8.79063541958658e-08,8.81175972580542e-09,0.0013515626525
85,NaN,NaN,0.0030899376525
90,3.20532489439529e-11,3.25216403865123e-12,0.0015233956525
90,NaN,NaN,0.0032339366525
95,1.87515780680769e-10,1.91314237730754e-11,0.0017021866525
95,NaN,NaN,0.0035259376525
100,1.18603793453076e-10,1.37059779690214e-11,0.0019215206525
100,NaN,NaN,0.0037915196525
5,4.44089209850063e-16,9.82558547581843e-17,2.02742089444444e-05
5,4.44089209850063e-16,9.82558547581843e-17,0.000152060789642857
10,8.88178419700125e-16,1.01890445314275e-16,4.48596144047619e-05
10,8.88178419700125e-16,1.01890445314275e-16,0.0003030243975
15,1.77635683940025e-15,2.7467487089847e-16,7.94453386538461e-05
15,8.88178419700125e-16,1.37337435449235e-16,0.000465320425833333
20,4.44089209850063e-15,4.60183817042327e-16,0.000115614683611111
20,8.88178419700125e-16,9.20367634084654e-17,0.0006267869825
25,3.5527136788005e-15,4.02419291439353e-16,0.000165228535833333
25,4.44089209850063e-16,5.03024114299192e-17,0.0007952869825
30,7.99360577730113e-15,9.33450517156953e-16,0.0002192553805
30,8.88178419700125e-16,1.0371672412855e-16,0.0009853126525
35,7.105427357601e-15,8.48204143814993e-16,0.0002766078975
35,8.88178419700125e-16,1.06025517976874e-16,0.0011715616525
40,5.32907051820075e-15,6.82526883874953e-16,0.0003532230925
40,8.88178419700125e-16,1.13754480645825e-16,0.0013586866525
45,5.32907051820075e-15,6.57255846173346e-16,0.000421000759166667
45,3.5527136788005e-15,4.38170564115564e-16,0.0014801036525
50,7.99360577730113e-15,1.02676646672628e-15,0.0005680784825
